age,sexe,vols_betail,injustice,mal_gouvernance,religion,pauvrete,mimetisme,politique,ignorance,probleme_education,egoisme,conflit_ethnique,chomage,orgueil
15,Homme,6,3,1,7,6,7,6,7,2,3,4,4,6
54,Homme,7,2,3,3,1,3,5,2,4,4,4,2,7
35,Homme,2,5,6,2,7,1,6,1,1,2,5,4,5
31,Femme,5,1,7,2,2,6,4,1,6,7,2,3,4
33,Femme,1,5,1,5,6,5,3,3,4,3,1,5,5
32,Homme,2,6,7,2,5,3,7,2,6,3,4,6,5
39,Homme,2,3,3,3,3,1,2,6,4,5,2,2,5
13,Homme,5,5,4,2,3,2,1,2,4,6,3,6,6
53,Homme,1,5,3,2,7,7,7,5,6,1,3,1,7
69,Homme,6,1,3,1,4,6,2,4,5,2,6,7,6
69,Femme,7,5,7,4,2,5,6,7,2,6,4,2,4
36,Homme,4,4,5,1,3,5,5,4,6,4,3,1,4
20,Homme,2,7,1,7,4,6,2,1,1,4,2,2,1
66,Homme,2,5,3,7,4,1,7,4,3,4,7,3,6
12,Homme,3,4,4,1,2,2,1,1,6,7,7,7,7
25,Homme,6,3,7,3,4,6,7,2,1,5,4,2,5
27,Homme,1,7,2,6,5,3,1,2,4,6,2,5,5
23,Homme,3,6,2,6,1,2,5,2,3,5,3,4,2
38,Femme,1,3,7,5,6,5,6,2,1,6,2,2,2
39,Homme,4,3,5,5,5,2,1,2,2,2,2,2,4
25,Femme,1,3,2,4,6,4,3,5,3,1,6,7,3
54,Homme,1,3,2,3,7,5,5,6,6,4,7,7,6
28,Homme,5,1,7,7,1,2,7,6,4,1,6,1,2
20,Homme,7,6,3,1,5,2,7,6,2,1,3,6,5
41,Femme,3,3,1,4,3,7,7,1,4,6,6,1,1
51,Homme,2,7,3,5,7,7,5,5,1,4,1,1,3
19,Homme,6,4,3,6,5,1,5,4,5,4,4,4,1
61,Femme,2,4,6,7,5,5,3,7,2,1,3,1,5
61,Homme,5,6,4,1,6,7,7,6,7,6,2,1,3
62,Femme,5,3,5,7,1,2,7,4,4,6,7,7,7
60,Homme,2,7,7,4,7,3,2,7,6,4,7,7,7
57,Homme,1,5,3,3,3,6,2,5,4,6,6,3,4
62,Homme,6,5,3,4,7,7,2,6,6,7,1,2,5
27,Femme,6,5,5,2,6,1,4,6,6,3,2,3,5
44,Homme,7,1,4,3,1,1,2,7,2,4,5,5,6
63,Homme,6,1,5,5,6,6,7,3,6,2,6,1,7
13,Femme,7,1,7,7,3,7,4,7,4,3,2,3,6
68,Homme,4,3,4,1,3,4,4,7,1,5,7,7,6
48,Homme,2,6,5,2,6,4,6,3,3,7,6,6,3
33,Femme,1,1,7,7,7,7,2,7,1,1,3,2,6
40,Homme,4,7,6,1,6,5,4,1,4,4,3,6,7
55,Femme,1,1,5,6,3,2,4,5,2,7,7,7,4
38,Femme,4,2,6,3,3,7,4,3,4,6,4,3,1
60,Femme,1,3,6,3,7,7,7,3,2,7,1,6,3
66,Homme,2,7,3,4,2,2,7,4,5,6,6,3,2
33,Homme,5,7,2,4,1,1,2,1,1,5,7,5,7
36,Homme,3,4,6,4,5,6,4,5,1,4,3,3,1
24,Femme,7,5,7,4,4,5,6,3,5,4,1,7,2
59,Homme,1,1,4,6,2,1,5,3,6,1,7,3,1
30,Femme,4,5,4,6,2,6,1,4,4,5,4,6,3
41,Femme,3,3,7,6,7,3,4,1,4,1,2,7,2
13,Homme,6,3,4,4,7,7,3,5,7,6,4,3,6
43,Homme,1,4,2,3,5,1,5,7,6,3,4,2,3
36,Homme,5,5,3,5,1,2,6,2,2,1,6,4,5
14,Homme,2,3,4,5,3,6,1,4,5,4,1,1,1
57,Femme,2,3,5,1,5,6,2,6,5,4,6,1,3
29,Homme,4,7,2,2,3,1,7,2,5,6,5,1,6
60,Femme,4,2,5,3,3,3,5,6,2,2,4,3,3
57,Homme,2,3,6,6,3,3,4,5,2,4,7,6,2
33,Homme,7,6,2,4,3,2,6,5,6,7,3,6,3
14,Femme,1,7,4,4,5,6,1,7,2,4,3,7,3
13,Femme,5,2,3,1,6,6,4,4,1,2,7,7,2
43,Homme,3,4,6,4,1,7,1,6,2,7,2,4,2
57,Homme,5,5,3,6,3,5,7,4,4,5,2,2,7
54,Homme,3,3,4,1,3,6,7,6,1,2,4,3,5
60,Femme,5,4,6,6,7,4,4,2,7,3,1,6,4
61,Femme,4,1,1,5,5,5,6,5,3,5,5,4,2
33,Homme,4,6,1,4,2,4,6,7,3,7,5,2,3
19,Homme,5,6,2,1,7,7,7,1,3,1,3,3,4
63,Homme,3,2,1,7,2,3,6,6,3,7,2,7,2
68,Homme,1,2,2,2,3,1,3,5,6,6,4,1,6
36,Femme,6,5,2,2,1,1,4,6,5,1,4,4,1
50,Homme,4,2,5,4,5,2,4,6,6,7,5,4,2
51,Homme,6,4,2,4,5,5,1,3,1,7,5,5,1
32,Femme,7,2,3,6,1,5,6,3,6,2,3,3,3
63,Femme,7,3,5,7,3,2,3,2,7,2,5,5,6
14,Homme,6,1,3,3,2,4,3,3,5,1,1,3,3
19,Homme,7,2,2,4,4,7,5,6,7,2,3,5,5
33,Femme,4,1,7,3,1,5,6,4,7,3,3,6,3
40,Homme,6,6,3,4,1,2,2,3,4,1,3,6,3
64,Homme,7,7,3,2,4,1,2,2,5,2,1,4,1
55,Femme,6,7,5,2,3,4,5,4,1,4,1,1,1
17,Homme,4,4,2,4,5,1,6,7,3,6,7,5,7
56,Homme,6,3,1,6,1,3,5,2,3,2,1,1,6
34,Homme,7,3,6,6,2,5,3,6,7,3,1,4,2
62,Femme,2,6,7,6,7,3,5,5,2,7,7,6,7
19,Femme,1,3,6,6,6,1,3,6,4,5,7,4,4
32,Homme,7,2,3,5,3,4,2,7,7,1,3,6,4
33,Femme,1,1,5,3,3,2,6,5,1,6,1,6,4
24,Homme,4,1,1,2,4,7,1,4,5,1,3,7,6
65,Homme,1,1,5,6,5,7,7,2,7,5,1,3,1
33,Femme,6,7,1,7,5,2,5,2,2,7,7,4,4
16,Homme,4,4,5,1,4,4,1,4,5,4,7,7,5
30,Homme,6,7,7,2,5,6,4,5,5,7,5,7,4
63,Homme,1,3,4,2,2,1,3,6,1,6,7,2,5
46,Homme,6,1,7,3,7,6,1,2,2,6,1,7,5
13,Homme,4,5,7,2,1,1,1,7,2,6,3,1,4
12,Homme,4,2,1,4,1,5,7,3,4,4,5,3,7
66,Femme,2,6,5,7,2,3,1,7,6,6,3,6,1
53,Homme,3,3,6,2,4,5,7,4,3,4,2,5,7
26,Homme,7,5,4,2,5,6,4,7,2,1,7,4,6
51,Homme,7,1,1,6,3,1,6,6,3,7,7,6,5
21,Homme,5,6,3,1,2,1,5,7,4,7,2,3,2
38,Femme,6,2,4,1,3,7,3,5,7,7,2,4,2
31,Homme,5,5,1,7,5,1,1,5,3,7,3,4,6
55,Homme,1,6,4,3,7,4,3,1,1,2,6,6,3
61,Homme,3,2,5,5,6,3,7,4,6,2,1,3,7
19,Homme,5,3,6,5,6,7,7,4,7,2,3,7,2
60,Homme,6,5,3,2,7,1,7,3,5,2,6,1,7
70,Homme,2,4,6,5,3,2,2,1,3,3,1,4,5
58,Femme,1,5,7,5,1,3,3,6,4,6,1,3,4
67,Homme,4,6,4,7,1,2,6,3,7,3,3,4,2
39,Femme,2,2,1,5,4,6,4,5,5,7,7,7,7
46,Femme,3,6,3,7,7,7,2,4,7,1,2,7,5
53,Homme,1,3,6,6,2,6,5,2,5,4,4,6,6
67,Homme,3,1,1,5,4,3,5,3,7,5,4,6,4
40,Homme,7,3,5,5,3,4,6,5,3,6,6,4,3
31,Homme,5,7,7,6,4,6,4,4,2,2,5,7,2
61,Homme,3,5,6,4,2,4,1,3,7,7,1,4,3
67,Homme,5,1,7,2,6,4,3,1,3,4,7,7,1
25,Homme,5,4,3,3,7,4,2,2,4,2,5,1,5
61,Homme,3,7,7,7,4,3,1,6,7,4,7,4,1
31,Homme,5,3,2,3,5,7,3,4,4,5,4,2,3
48,Homme,6,4,3,1,3,3,7,3,5,7,2,5,4
23,Homme,3,6,4,6,4,3,4,5,1,6,6,4,1
19,Homme,4,7,1,1,1,2,7,4,1,4,5,1,1
14,Homme,3,7,7,5,2,6,4,1,2,4,7,2,5
42,Homme,1,2,1,4,6,2,6,7,6,7,2,3,7
26,Homme,4,4,1,3,4,1,3,7,3,2,2,3,7
51,Homme,1,1,1,1,1,2,2,5,2,6,1,1,6
15,Homme,7,5,5,1,4,4,4,6,5,2,2,2,1
62,Homme,3,6,6,6,7,6,2,7,3,6,1,3,1
64,Homme,2,1,5,2,6,7,6,3,4,4,7,1,2
56,Homme,7,2,2,4,6,4,1,4,7,4,7,4,3
29,Homme,5,1,6,7,1,3,1,3,6,1,6,6,6
35,Homme,4,1,7,1,2,1,5,3,3,7,4,4,6
25,Homme,3,7,1,1,4,2,4,3,5,2,2,5,3
16,Homme,2,7,7,5,4,2,6,5,6,1,5,1,3
49,Homme,5,4,6,5,6,5,5,5,6,3,3,7,4
34,Femme,2,7,3,2,7,7,1,6,3,2,6,7,4
20,Femme,1,1,7,1,7,1,6,7,7,5,2,1,2
70,Homme,5,5,3,2,2,4,4,4,1,3,1,3,1
13,Homme,4,5,6,1,7,5,5,1,7,3,3,1,1
59,Femme,3,5,1,7,5,6,1,2,1,1,7,7,2
52,Homme,6,4,1,1,7,1,3,2,4,6,3,6,3
24,Femme,3,5,3,1,6,7,1,7,3,4,1,6,3
31,Homme,1,5,4,6,7,5,5,2,1,7,1,3,1
42,Homme,4,4,6,5,3,5,2,7,7,3,6,2,2
19,Homme,1,7,2,7,1,7,5,3,6,5,1,5,1
26,Homme,1,3,1,7,6,6,7,4,3,1,5,5,1
18,Femme,3,3,1,5,2,7,5,3,2,4,1,3,5
28,Homme,4,1,5,7,7,7,1,6,6,5,5,4,7
43,Homme,4,1,1,1,5,4,1,1,4,4,3,5,7
28,Femme,6,1,7,3,6,3,2,1,4,2,3,1,7
51,Homme,5,1,7,7,1,5,5,3,6,6,6,2,2
57,Homme,4,2,7,1,7,5,7,6,5,6,1,7,2
20,Homme,5,2,1,7,5,4,1,4,3,1,6,3,6
42,Homme,5,6,2,5,2,2,5,3,6,4,5,4,7
27,Homme,6,7,4,3,5,6,6,3,6,3,4,1,4
24,Homme,5,3,4,2,2,2,1,2,3,1,1,5,1
57,Homme,6,2,1,5,4,7,6,1,4,5,4,1,3
57,Homme,4,7,4,7,4,5,3,4,1,4,7,6,6
40,Homme,2,6,3,7,5,2,2,5,2,5,6,2,6
34,Homme,4,5,4,5,7,2,2,4,1,7,4,2,2
49,Homme,4,2,6,3,3,4,4,2,3,5,4,2,6
37,Homme,3,5,7,6,1,3,3,4,3,1,2,6,3
36,Homme,6,6,3,2,5,2,5,4,7,2,2,6,6
56,Femme,7,1,7,1,7,1,5,2,3,5,6,6,3
65,Homme,6,7,1,5,6,2,3,3,5,2,5,1,4
59,Homme,6,7,4,2,4,4,5,4,5,6,3,6,1
24,Homme,3,2,4,4,2,7,2,2,5,5,7,2,1
23,Homme,5,6,6,5,7,6,2,1,1,6,4,5,5
30,Homme,3,2,5,6,5,5,1,6,4,1,3,2,4
38,Homme,6,1,3,5,3,4,3,3,2,6,2,2,1
53,Homme,5,4,4,4,5,3,2,4,2,6,6,2,6
43,Homme,6,4,3,4,3,1,3,1,5,4,4,2,1
17,Homme,3,6,7,7,6,4,4,4,2,5,5,1,3
41,Homme,2,1,6,1,2,3,5,1,6,3,1,3,5
27,Homme,3,1,5,7,2,5,5,1,7,4,1,4,3
18,Femme,6,7,2,4,1,7,3,2,1,5,7,4,4
59,Homme,6,6,2,3,3,3,7,6,7,4,7,6,6
31,Homme,3,3,2,2,2,7,7,5,6,3,4,4,1
13,Homme,5,1,1,2,5,5,7,3,7,1,4,3,5
59,Femme,2,3,1,7,3,5,4,2,4,4,6,5,3
68,Homme,2,6,3,7,3,2,6,5,7,5,7,2,1
63,Homme,2,7,4,5,6,1,1,6,2,3,6,7,2
65,Homme,3,2,2,4,3,5,3,6,4,6,5,5,6
19,Homme,6,7,5,5,2,7,7,7,3,2,4,4,4
63,Femme,4,6,7,5,4,5,2,1,6,2,4,2,4
12,Femme,6,1,5,6,6,4,2,6,1,1,3,7,3
42,Homme,5,5,3,2,7,3,1,6,7,2,4,2,2
52,Homme,2,6,2,1,6,2,2,1,4,1,5,3,7
23,Homme,3,5,1,5,2,6,4,3,7,2,3,5,5
21,Femme,6,2,6,7,2,6,2,1,1,6,5,2,4
40,Homme,7,5,6,2,6,5,1,5,6,4,5,2,5
28,Homme,6,4,5,3,4,5,6,1,3,6,3,2,4
20,Femme,7,4,4,7,3,7,5,1,1,1,5,6,7
67,Homme,3,6,4,3,2,7,1,4,1,4,7,4,6
53,Homme,5,7,3,2,7,7,4,6,4,1,2,4,1
52,Homme,6,7,1,4,1,5,3,7,7,1,7,3,2
49,Homme,5,4,3,4,3,7,7,7,3,6,5,2,7
12,Homme,6,6,4,2,5,7,6,6,6,3,1,1,5
70,Homme,6,5,7,3,7,4,2,1,5,5,5,6,1
61,Homme,5,7,3,5,1,2,6,3,4,7,6,7,1
62,Femme,4,5,1,5,2,3,5,5,1,5,2,2,5
60,Homme,6,1,3,6,7,1,5,6,1,1,1,1,2
45,Homme,4,7,4,1,2,2,1,6,3,7,3,1,4
61,Homme,3,6,3,1,7,3,1,2,1,5,3,6,6
23,Homme,2,5,6,6,2,6,1,6,7,5,5,6,6
23,Homme,2,3,3,6,4,1,3,5,5,4,2,2,4
64,Homme,7,2,7,7,5,7,3,3,3,1,7,5,3
20,Femme,2,1,6,5,5,7,7,6,7,4,6,6,3
17,Homme,2,7,7,5,7,3,7,3,4,1,4,7,4
53,Homme,5,2,5,1,3,2,2,5,1,5,5,1,6
45,Homme,1,4,5,7,5,4,5,6,3,2,1,2,3
38,Homme,4,1,5,3,4,1,7,2,7,7,6,6,2
67,Femme,6,5,2,4,7,6,3,4,5,2,7,7,5
13,Homme,6,1,1,5,7,3,5,3,6,7,2,6,3
57,Femme,6,2,5,2,6,1,7,1,5,7,5,6,2
65,Homme,2,4,1,1,5,4,4,7,5,1,4,6,3
31,Femme,2,7,3,4,4,6,6,5,2,5,6,6,4
41,Homme,4,4,4,2,3,6,1,2,7,7,1,7,2
28,Homme,2,2,5,3,7,1,7,6,2,7,4,2,6
51,Homme,1,1,1,5,3,7,2,5,5,1,5,2,7
70,Femme,4,6,3,1,5,2,6,5,3,7,5,7,3
59,Femme,1,4,6,1,6,5,5,1,5,3,2,5,2
64,Homme,6,6,7,6,3,3,1,3,6,6,6,7,4
57,Homme,4,6,7,2,5,3,5,5,3,4,7,7,5
61,Homme,4,5,5,4,4,7,3,4,6,4,3,1,7
34,Femme,1,6,1,6,5,4,1,4,6,7,1,4,3
53,Homme,7,4,2,5,7,2,2,2,6,1,2,2,5
67,Femme,1,1,7,1,3,3,7,4,3,6,3,4,7
45,Femme,2,2,3,5,1,3,1,6,2,3,2,1,6
44,Homme,1,6,6,1,2,3,7,2,1,1,6,1,4
49,Homme,7,5,4,5,2,1,5,2,3,1,5,2,4
51,Femme,5,3,7,3,6,6,5,6,5,6,5,2,6
27,Homme,2,5,6,2,1,7,5,7,4,3,6,7,2
34,Homme,2,7,6,3,3,1,6,7,1,4,6,4,5
28,Homme,7,2,4,5,2,6,5,2,1,3,7,1,6
36,Homme,3,4,6,7,3,5,3,4,6,3,5,4,7
18,Homme,7,2,2,3,2,4,6,3,1,3,6,5,2
59,Femme,2,4,5,5,6,1,3,3,1,6,2,7,4
53,Homme,5,5,4,2,7,1,7,6,5,3,1,4,3
69,Femme,1,4,3,2,4,2,3,5,1,1,2,4,4
39,Femme,1,7,5,5,4,2,7,1,5,6,2,6,1
57,Homme,5,2,6,3,4,6,1,4,7,2,1,3,1
62,Femme,2,3,7,5,4,5,2,3,1,1,2,1,7
17,Femme,5,6,1,7,4,2,1,2,6,6,4,1,5
49,Homme,1,1,2,7,6,3,3,6,3,6,6,4,5
43,Femme,6,4,4,1,7,2,7,7,7,7,6,4,5
57,Homme,3,3,7,6,7,6,7,2,6,7,4,2,3
28,Homme,2,5,5,6,3,6,2,7,7,2,7,2,6
52,Homme,4,4,3,2,5,4,6,4,2,6,3,5,4
60,Homme,2,5,2,4,7,7,2,5,5,4,1,7,6
35,Homme,5,1,6,1,4,5,1,7,1,1,2,7,7
68,Homme,4,7,5,5,2,1,1,1,7,6,7,6,7
39,Homme,2,5,6,4,3,3,4,5,3,1,2,5,4
35,Homme,7,6,3,6,3,1,4,6,4,3,3,6,7
46,Homme,3,6,4,1,6,5,3,5,7,2,3,6,5
23,Homme,1,2,2,7,4,3,5,6,6,1,3,6,7
63,Homme,7,1,5,6,7,6,3,7,1,2,6,3,4
50,Femme,5,2,1,2,7,1,7,7,1,3,5,6,6
53,Homme,6,6,7,4,7,4,1,4,4,6,5,7,6
24,Homme,5,3,1,2,7,4,2,7,3,5,2,6,2
67,Homme,6,1,3,1,7,5,6,3,2,6,6,1,3
62,Homme,5,3,6,3,4,3,1,4,3,5,6,6,7
22,Femme,1,2,4,3,7,3,6,4,7,7,7,1,6
60,Homme,3,4,5,3,6,6,6,4,4,6,4,3,7
55,Homme,1,4,2,2,4,7,7,5,3,6,2,7,2
65,Femme,5,1,7,3,4,2,1,6,5,3,3,6,2
56,Homme,7,4,1,4,4,4,4,1,2,7,2,3,3
69,Homme,4,4,7,2,5,1,4,5,2,2,7,2,7
44,Homme,6,3,6,4,3,3,5,3,5,3,2,4,2
33,Homme,3,7,4,5,3,7,3,6,2,2,2,1,5
35,Homme,5,5,2,4,7,1,4,1,4,3,4,2,4
29,Homme,6,1,1,5,6,2,4,3,4,1,6,3,6
41,Homme,4,1,3,2,5,1,6,7,1,7,5,7,2
52,Homme,1,1,6,2,3,5,4,6,6,6,4,4,6
38,Femme,6,2,6,3,4,4,3,5,5,7,2,3,4
53,Femme,3,5,6,7,6,1,4,1,7,7,6,7,7
69,Femme,1,5,1,4,5,1,1,1,4,4,1,1,3
55,Femme,1,7,4,4,1,3,6,4,2,7,6,7,6
54,Homme,7,4,6,6,4,5,5,2,6,2,1,4,7
58,Homme,6,6,7,2,6,3,3,7,3,3,4,5,1
31,Homme,4,4,6,7,4,6,3,7,4,6,5,2,3
68,Homme,3,5,6,5,6,7,1,5,5,3,4,3,6
30,Homme,7,5,5,7,6,4,7,6,5,2,4,1,4
33,Homme,4,2,5,7,1,3,6,7,5,3,6,4,1
68,Homme,7,5,4,5,2,2,3,6,6,5,7,2,6
30,Femme,3,6,4,3,3,4,1,7,3,5,2,5,3
59,Homme,5,5,5,2,4,5,3,5,6,6,3,1,5
26,Homme,7,2,6,5,2,3,2,7,2,3,6,1,3
62,Homme,2,1,6,5,6,1,4,4,5,7,4,2,6
68,Homme,1,4,5,2,7,7,7,1,5,4,4,1,5
69,Homme,2,3,3,7,2,2,5,2,4,6,6,7,6
28,Homme,7,5,4,7,2,5,3,4,5,6,5,7,1
64,Homme,2,1,3,4,4,5,3,6,3,7,6,4,6
61,Femme,2,6,4,1,6,1,1,5,5,6,1,1,7
35,Homme,6,4,7,3,4,2,6,1,4,3,1,2,2
49,Homme,1,4,6,4,3,5,1,2,2,4,3,4,6
18,Homme,1,1,6,7,3,5,4,2,2,1,5,3,6
21,Femme,6,7,6,4,3,5,2,6,1,5,5,1,1
58,Homme,3,2,6,4,6,4,7,1,6,5,4,4,1
31,Homme,6,2,2,3,4,3,4,5,1,5,7,4,1
40,Homme,1,4,4,2,3,7,6,3,2,1,2,1,7
30,Femme,3,1,2,6,3,1,1,3,3,2,1,3,2
34,Homme,7,4,5,7,7,3,2,2,4,4,4,1,5
32,Homme,2,6,5,4,4,6,6,2,7,7,6,1,1
43,Homme,1,7,2,6,6,5,4,2,1,7,2,7,2
20,Homme,4,4,6,5,1,7,7,3,6,2,6,4,3
32,Homme,5,1,5,4,2,5,7,6,7,7,1,5,1
29,Homme,5,5,5,2,1,3,5,2,7,6,3,7,4
21,Homme,3,4,5,6,4,7,2,6,2,2,3,6,3
55,Homme,5,5,5,5,7,6,6,3,1,6,6,5,5
70,Femme,3,6,2,2,1,2,5,1,4,6,1,1,2
15,Homme,3,3,2,4,2,7,4,4,5,4,1,2,6
38,Femme,4,4,6,5,4,2,7,5,2,1,5,7,2
52,Homme,6,2,4,1,4,6,2,3,3,2,3,6,3
41,Homme,3,2,7,4,3,2,1,6,1,1,2,5,6
65,Homme,2,4,3,1,7,1,3,4,1,1,6,6,3
14,Homme,4,1,4,5,5,1,2,5,4,1,1,3,3
60,Femme,2,7,5,2,6,4,6,2,3,5,3,1,5
39,Homme,4,5,1,6,4,4,6,5,7,4,2,7,6
28,Femme,1,1,7,1,5,5,6,5,6,5,1,1,3
59,Homme,3,3,6,2,4,4,1,5,7,2,5,4,4
68,Homme,1,6,1,5,3,4,3,2,6,1,7,7,2
57,Homme,3,7,7,5,7,2,5,4,6,5,3,2,1
69,Homme,4,7,2,1,6,7,4,6,7,6,3,6,1
23,Homme,3,3,4,2,4,5,4,3,6,5,3,5,2
27,Femme,3,2,6,4,5,4,3,3,3,7,3,5,6
59,Femme,1,7,7,1,3,4,5,2,6,2,7,4,2
54,Homme,4,5,7,3,3,2,1,1,5,2,5,2,3
32,Homme,3,6,7,2,4,5,2,5,4,5,6,4,1
34,Homme,6,7,3,4,2,5,2,4,5,7,4,2,1
23,Homme,4,1,2,6,4,7,2,6,2,2,6,6,1
67,Homme,1,7,3,6,5,6,7,1,2,4,1,7,1
35,Homme,7,3,7,1,3,1,1,2,5,6,1,7,5
34,Homme,2,2,3,7,6,6,7,4,4,1,6,7,1
28,Femme,5,2,7,1,2,7,3,6,1,2,5,3,5
20,Femme,4,4,6,6,3,6,1,7,1,3,2,5,5
12,Femme,6,1,7,5,4,6,7,2,4,5,5,3,3
43,Homme,7,7,7,1,4,6,3,5,4,2,1,3,3
50,Homme,5,7,5,3,1,1,6,1,4,7,6,5,7
60,Homme,4,7,3,6,5,6,3,4,4,7,3,3,7
18,Homme,6,1,5,7,7,7,6,4,5,5,1,2,1
70,Homme,4,4,6,5,6,7,5,6,1,3,7,1,2
17,Homme,6,4,5,6,1,2,5,7,7,4,1,5,2
51,Homme,4,5,5,1,5,5,1,2,4,5,1,1,5
45,Homme,1,5,3,5,4,6,7,3,6,5,4,1,6
33,Homme,2,5,2,4,7,5,5,2,6,5,3,7,2
30,Homme,3,4,5,3,5,4,3,7,2,7,2,7,4
44,Homme,6,2,2,5,3,5,2,5,5,2,7,5,4
31,Homme,5,3,3,2,1,7,3,1,7,1,5,2,5
67,Homme,5,4,6,7,5,7,1,1,2,5,2,2,1
59,Homme,4,1,2,6,4,4,7,5,4,5,3,6,3
57,Homme,3,4,7,1,4,7,7,4,1,2,6,5,4
54,Homme,7,6,4,5,7,5,4,4,6,5,4,7,7
20,Homme,4,5,5,3,3,6,3,2,2,4,2,7,4
45,Homme,1,3,3,4,7,2,4,6,5,7,7,7,6
60,Homme,5,5,2,1,1,4,4,2,5,4,6,5,4
28,Homme,3,2,7,6,6,5,3,6,6,7,5,6,2
47,Femme,2,5,1,6,6,5,6,4,4,2,7,3,5
42,Homme,3,6,2,3,7,7,4,1,1,6,4,2,3
17,Homme,3,1,7,5,2,4,5,6,1,3,7,4,3
66,Homme,2,5,5,3,4,5,1,7,7,5,1,5,3
24,Homme,5,4,2,2,1,1,6,7,1,2,2,3,3
46,Femme,2,7,7,2,4,7,6,1,3,1,1,1,5
27,Femme,5,7,3,4,7,5,3,2,7,1,7,1,7
36,Homme,1,3,3,1,7,5,3,1,5,4,1,2,2
15,Femme,1,6,2,5,1,2,4,7,3,6,3,4,6
63,Homme,4,6,3,7,3,4,7,6,6,3,3,7,1
24,Homme,1,1,2,2,7,2,7,1,6,1,3,3,3
32,Homme,7,5,6,2,3,1,4,6,1,5,1,7,4
46,Femme,6,4,7,3,2,2,6,7,6,7,4,5,6
48,Homme,5,5,1,4,7,5,1,2,3,6,5,5,7
28,Femme,3,6,5,2,7,4,6,5,6,5,3,4,5
19,Homme,2,2,4,3,2,6,5,2,2,7,1,7,7
59,Homme,3,4,7,6,7,4,5,5,3,4,4,6,6
48,Femme,1,5,2,4,3,1,4,4,5,4,1,4,5
31,Homme,7,1,7,6,4,5,3,3,4,5,5,2,6
15,Homme,1,7,4,3,6,7,3,4,3,3,6,4,7
19,Femme,2,3,1,1,2,1,1,3,4,1,5,5,3
52,Homme,5,2,2,7,2,6,5,4,7,6,2,2,1
39,Homme,4,1,1,1,3,7,5,3,3,6,1,5,7
23,Homme,2,5,5,3,4,2,6,5,2,5,4,1,4
48,Homme,1,5,6,7,4,6,7,6,3,5,7,4,7
35,Homme,4,4,7,2,2,1,2,4,7,3,1,7,5
21,Homme,5,3,5,6,5,6,7,6,1,1,6,3,2
61,Homme,1,3,1,1,1,6,6,5,2,1,5,6,5
53,Homme,6,1,1,5,2,7,1,3,4,1,4,6,5
48,Femme,1,2,7,2,1,2,5,7,4,6,5,2,2
34,Homme,4,7,5,3,3,2,4,6,3,1,3,3,6
21,Homme,3,5,6,4,3,6,7,3,1,2,3,5,4
65,Homme,2,4,4,4,2,7,5,6,2,1,7,2,6
13,Homme,4,6,3,2,6,5,7,4,3,5,2,1,6
49,Homme,1,4,7,3,3,3,4,2,5,3,3,6,7
68,Homme,6,1,4,2,5,4,1,1,1,7,6,3,1
61,Femme,5,7,7,2,4,2,2,7,5,6,4,7,1
61,Homme,2,4,5,4,1,5,6,2,1,6,1,2,7
45,Homme,4,3,1,6,2,7,3,1,2,7,3,6,5
12,Homme,4,1,7,1,7,5,2,1,7,4,2,4,6
12,Femme,7,7,1,5,4,1,1,3,2,5,2,6,2
39,Homme,5,5,7,2,7,4,6,3,5,1,1,5,6
36,Homme,5,6,1,2,4,5,6,1,2,7,3,2,6
49,Homme,6,3,7,5,6,1,5,2,7,6,1,2,4
20,Homme,4,5,1,6,5,6,6,3,4,5,4,2,5
13,Femme,6,5,2,4,1,5,5,6,1,2,4,7,2
24,Homme,2,4,3,5,7,7,3,1,6,1,6,5,2
55,Homme,3,5,4,3,6,1,6,6,4,5,5,3,6
39,Homme,4,7,3,1,4,5,4,7,6,3,1,2,7
33,Femme,3,7,4,7,3,4,7,1,7,4,3,1,6
15,Homme,4,6,5,7,3,7,4,7,1,6,5,2,4
59,Homme,1,5,5,5,1,3,5,4,3,3,2,6,3
27,Femme,5,4,2,1,2,4,3,4,3,4,3,3,6
35,Homme,4,6,1,4,2,2,3,1,2,7,7,6,4
60,Homme,2,4,7,6,1,5,5,7,1,7,4,2,7
25,Homme,3,7,7,7,2,4,2,6,7,7,5,6,5
42,Homme,7,2,4,4,5,1,5,7,6,7,5,5,2
60,Homme,6,7,4,3,5,4,1,4,7,6,3,1,7
50,Homme,7,2,7,5,5,5,5,3,1,4,6,2,1
70,Femme,6,7,5,4,4,7,6,6,5,1,3,3,6
29,Homme,1,3,1,1,3,5,2,2,4,2,1,5,7
39,Femme,5,4,1,3,7,6,4,5,1,1,5,4,4
69,Homme,2,4,2,5,1,7,5,7,3,7,1,4,6
57,Homme,5,4,4,6,2,3,5,7,2,7,4,1,5
25,Homme,1,2,6,3,4,3,3,5,2,3,6,7,6
20,Femme,7,3,6,1,5,4,6,6,5,7,6,7,7
14,Femme,1,1,4,7,7,3,2,1,5,5,1,5,1
31,Femme,7,7,2,2,3,3,5,6,1,1,7,6,1
12,Homme,4,4,1,3,2,2,7,3,4,2,7,4,7
37,Homme,5,4,6,7,3,5,2,3,5,2,2,4,1
39,Femme,7,6,4,2,1,1,3,6,1,6,1,1,2
45,Homme,5,6,4,3,7,5,2,1,6,5,7,5,2
25,Homme,2,3,3,4,4,7,7,2,5,2,6,7,4
27,Homme,5,4,3,1,5,5,6,5,1,1,2,6,7
